sentence,true_label,predicted_label,source
Debt-to-income ratios are referred to as the guidelines that are used by mortgage lenders in order to determine your maximum mortgage amount .,0,1,semeval
"The results reveal that the fatality rate among consumers of both drugs is 14.3 times higher than for the general population, while among those only using cocaine, it is 5.1 times higher.",1,0,Press_Release
'It sounds like a war zone' : Chaos in Brooklyn as 100 teenagers 'riot' on the streets following vigil of 16 - year - old who was shot dead by NYPD plainclothes cops Two plainclothes NYPD officers shot and killed a 16 - year - old Brooklyn resident after police say he pointed a gun at officers on Saturday,0,1,esl2
"In contrast with impressive Soviet victories in the Balkans , the bitter Finnish resistance to the Soviet offensive in the Karelian Isthmus denied the Soviets occupation of Finland and led to the signing of Soviet-Finnish armistice on relatively mild conditions , with a subsequent shift to the Allied side by Finland .",1,0,altlex
"The word ""song"" is used to describe the pattern of regular and predictable sounds made by some species of whales , notably the humpback whale .",1,0,semeval
"It is clear that some institutions, if they fail, can have a systemic impact.",1,0,because
"Alabama has since enacted legislation , allowing death by lethal injection as an alternative choice to death in the electric chair .",1,0,semeval
Positive change in diet quality was associated with reduced BMI gain among disadvantaged  women.,1,0,Haber
Lindsay Lohan Checks Into Court - Ordered Rehab,1,0,esl2
"The JNC also is currently accepting applications for the vacancy created by the retirement of Judge Edwin B . Browning , Jr .",1,0,semeval
"a high intake of fats, phosphorus, vitamin B5, vitamin E, and selenium intake and red meat appears to be related to the presence OSCC in Cordoba, Argentina.",1,0,Pubmed data.csv
Being born in an urban area is associated with a weak increase in BC risk.,1,0,Haber
"And then the things we have talked about here that can be done quickly are the resolution authorities for complex financial institutions that aren't federally insured, giving the Federal Reserve authority and responsibility over the payment systems, which can be done very quickly; moving to have the Fed while retaining their responsibilities as a consolidated regulator, to give them the authorities they need to do the macro stability job, can be done.",1,0,because
The name `` England '' comes from the Anglo-Saxons who arrived in the 5th century .,1,0,altlex
"The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches "" because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands. """,1,0,ctb
"Delivery room PI values are easily obtained, however, have significant variability over the first 5 min of life and may add little to delivery room assessment.",0,1,Pubmed data.csv
Colonoscopy with polypectomy can be associated with strongly reduced risk for CRC in the population setting.,1,0,Haber
"Most importantly , the shock and anger caused by the surprise attack on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II .",1,0,semeval
"II it was predicted that Ss would exploit an egotistical opponent to a greater extent when future interaction was anticipated than when it was not, but that when the opponent was seen to be self-effacing Lhe reverse would be true.",1,0,Ssc
"Both exenatide BID and prandial insulin lispro, each added to basal  insulin glargine, were effective at reducing HbA1c in Latin American patients.",1,0,Pubmed data.csv
"When adjusted for  differences in patient characteristics, young and middle-aged adults have 30-day  readmission rates that are similar to elderly patients for HF, AMI, and pneumonia.",1,0,Haber
"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes . ""I got caught but I'm OK , "" Thompson said in the ring .",0,1,esl2
Treatment-related increases in total hip BMD are associated with reduced fracture risk,0,1,Haber
The results of the present study suggest that the use of validated malnutrition screening tools is associated with better nutritional care and lower malnutrition prevalence rates in hospitalized patients.,1,0,Pubmed data.csv
"A technician uses an in-circuit emulator on the host PC to set breakpoints , read/write internal registers , dump memory , and perform other debugger-like functions .",0,1,semeval
The current view is that the chronic inflammation in the distal part of the stomach caused by Helicobacter pylori infection results in an increased acid production from the non-infected upper corpus region of the stomach .,1,0,semeval
"They also developed a Responsible Care system with other members of the chemical industry as a response to the Bhopal crisis , which was designed to help prevent such an event in the future .",1,0,altlex
Placement of a stent may decrease the likelihood of symptomatic recurrence.,1,0,Pubmed data.csv
Results are encouraging and demonstrate that  exercise was popular and conveyed benefit to participants.,1,0,Pubmed data.csv
A spokeswoman for Crum amp Forster said employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move. She said the move would result in a after-tax charge of less than $ 4 million to be spread over the next three quarters.,0,1,ctb
"TRIAL REGISTRATION: ClinicalTrials.gov ID: NCT02053259 registered prospectively on January 31, 2014.",0,1,Pubmed data.csv
"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said . Ortiz probably died instantly , Waldie said .",1,0,esl2
Depression linked with increased risk of peripheral artery disease,1,0,Press_Release
Cabinet minister Michael Eitan said Sunday that Netanyahu's remarks marked a substantive change in Israel's position.,1,0,ctb
"Handgrip strength and chair-rise test performance predicted the risk of all-cause and CVD
mortality independent of physical activity.",1,0,Haber
